Season,Game,Month,Days Rest,Age,Team,Home(0)/Away(1),Opp,Score Diff,Minutes,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,10PT BCKT,GmSc,PlusMinus,Month Mappings,Month Mappings,Team Mappings,Team Mappings
5,13,2.00,3,22,1,0,17,3,1.86,14,29,0.48,2,8,0.25,7,8,0.88,3,9,12,12,3,1,4,3,37,3,33.6,7,,,,
5,14,2.00,1,22,1,1,5,5,1.49,10,21,0.48,1,6,0.17,9,15,0.6,3,8,11,10,4,1,2,1,30,3,30.7,9,,,,
5,15,2.00,2,22,1,0,9,5,1.91,11,25,0.44,2,8,0.25,14,15,0.93,0,4,4,13,2,2,3,2,38,3,34.4,14,,,,
5,16,2.00,1,22,1,1,15,-35,0.81,5,11,0.46,0,2,0,5,9,0.56,0,1,1,3,0,0,0,1,15,1,9.7,-2,,,,
5,17,2.00,2,22,1,1,17,-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
5,18,3.00,4,22,1,1,9,-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
5,19,3.00,6,22,1,0,21,-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
5,20,3.00,7,22,1,1,6,-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
5,21,3.00,10,22,1,1,29,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
5,22,3.00,13,22,1,0,5,13,0.94,5,9,0.56,0,1,0,7,10,0.7,1,2,3,5,1,1,4,2,17,1,13.2,27,,,,
5,23,3.00,3,22,1,1,21,-8,1.71,12,25,0.48,3,9,0.33,2,3,0.67,0,6,6,8,2,0,6,3,29,2,18.1,6,,,,
5,24,3.00,1,22,1,0,10,-6,1.74,10,18,0.56,0,1,0,1,1,1,0,6,6,6,0,1,3,1,21,2,15.7,5,,,,
5,25,3.00,2,22,1,0,26,5,2.09,10,25,0.4,0,5,0,11,13,0.85,1,7,8,5,1,0,2,3,31,3,20.8,6,,,,
5,26,3.00,2,22,1,1,7,-18,1.54,12,21,0.57,3,6,0.5,5,6,0.83,1,7,8,6,6,0,4,1,32,3,30.3,-9,,,,
5,27,3.00,1,22,1,0,22,4,1.6,12,29,0.41,0,3,0,9,11,0.82,4,6,10,5,1,1,3,3,33,3,22.3,-7,,,,
5,28,3.00,3,22,1,0,24,-9,1.7,8,20,0.4,0,2,0,9,13,0.69,2,3,5,8,1,1,3,2,25,2,18.4,-12,,,,
5,29,3.00,2,22,1,0,8,14,1.61,9,19,0.47,0,3,0,7,11,0.64,0,6,6,12,1,1,2,3,25,2,22.4,18,,,,
5,30,3.00,2,22,1,1,27,7,1.51,9,21,0.43,1,4,0.25,5,10,0.5,4,4,8,7,3,0,3,5,24,2,17.8,5,,,,
5,31,3.00,2,22,1,1,14,-10,1.76,8,21,0.38,1,4,0.25,4,6,0.67,2,3,5,6,1,0,4,1,21,2,11.8,-18,,,,
5,32,4.00,4,23,1,0,13,4,1.67,13,22,0.59,1,3,0.33,9,11,0.82,1,4,5,6,2,1,2,1,36,3,31.4,7,,,,
5,33,4.00,2,23,1,0,1,4,1.89,7,18,0.39,1,6,0.17,9,12,0.75,1,7,8,10,5,1,3,1,24,2,25.1,7,,,,
5,34,4.00,2,23,1,1,17,3,1.91,14,29,0.48,4,8,0.5,7,12,0.58,3,8,11,8,0,0,1,1,39,3,31,-1,,,,
5,35,4.00,2,23,1,0,23,16,1.47,8,18,0.44,0,3,0,6,6,1,2,6,8,3,2,0,4,2,22,2,15.1,13,,,,
5,36,4.00,1,23,1,1,13,-9,1.81,13,22,0.59,0,4,0,5,9,0.56,3,7,10,6,3,1,3,3,31,3,27.1,-7,,,,
5,37,4.00,2,23,1,0,29,7,2.07,10,20,0.5,2,7,0.29,9,15,0.6,5,14,19,8,4,3,8,3,31,3,28.8,-2,,,,
5,38,4.00,4,23,1,1,16,8,1.97,18,28,0.64,6,12,0.5,9,16,0.56,3,5,8,9,3,1,4,1,51,5,45,10,,,,
5,39,4.00,2,23,1,1,28,2,1.62,9,24,0.38,1,5,0.2,8,12,0.67,3,6,9,7,0,2,3,1,27,2,19,-11,,,,
5,40,4.00,4,23,1,1,8,7,1.65,11,26,0.42,1,4,0.25,5,5,1,1,2,3,5,4,1,5,4,28,2,17.1,12,,,,
5,41,4.00,2,23,1,0,6,36,1.3,7,13,0.54,1,3,0.33,8,9,0.89,2,6,8,8,2,1,0,2,23,2,27,31,,,,
5,42,4.00,2,23,1,0,2,-2,1.64,14,30,0.47,0,1,0,8,10,0.8,2,5,7,5,2,0,1,3,36,3,26,-12,,,,
5,43,4.00,2,23,1,1,22,3,1.84,16,32,0.5,1,5,0.2,8,12,0.67,3,6,9,4,2,0,5,4,41,4,25.5,-3,,,,
5,44,4.00,3,23,1,1,3,1,1.83,13,29,0.45,3,6,0.5,8,12,0.67,2,12,14,4,2,2,4,3,37,3,26.3,3,,,,
5,45,4.00,1,23,1,1,23,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
5,46,5.00,3,23,1,0,11,14,1.83,8,19,0.42,1,4,0.25,11,16,0.69,0,11,11,7,2,1,3,2,28,2,23,15,,,,
5,47,5.00,3,23,1,0,9,1,1.77,11,21,0.52,4,8,0.5,7,10,0.7,1,8,9,12,5,2,7,5,33,3,30.4,12,,,,
5,48,5.00,2,23,1,1,18,-15,1.72,12,23,0.52,2,5,0.4,6,11,0.55,1,6,7,6,2,2,3,0,32,3,25.8,-11,,,,
5,49,5.00,1,23,1,1,13,5,1.83,11,24,0.46,0,3,0,4,4,1,4,7,11,7,2,1,1,2,26,2,24.3,5,,,,
5,50,5.00,2,23,1,0,4,-30,1.36,11,23,0.48,2,5,0.4,6,6,1,1,4,5,3,2,0,5,1,30,3,18.9,-25,,,,
5,51,5.00,1,23,1,1,20,7,1.83,8,15,0.53,1,2,0.5,12,15,0.8,1,6,7,10,3,1,5,3,29,2,27.5,10,,,,
5,52,5.00,2,23,1,0,28,-7,1.78,17,31,0.55,1,5,0.2,4,7,0.57,2,4,6,9,0,1,3,4,39,3,27.9,-4,,,,
5,53,5.00,6,23,1,0,18,-8,1.76,7,18,0.39,4,7,0.57,8,11,0.73,2,11,13,11,2,0,5,2,26,2,23.6,-8,,,,
5,54,5.00,1,23,1,1,5,9,1.8,11,22,0.5,1,5,0.2,8,12,0.67,2,12,14,12,2,1,4,1,31,3,30.1,14,,,,
5,55,5.00,2,23,1,0,6,1,1.86,11,20,0.55,2,6,0.33,9,14,0.64,3,12,15,8,1,1,3,1,33,3,31,2,,,,
5,56,5.00,2,23,1,0,16,20,1.63,10,17,0.59,1,4,0.25,4,5,0.8,1,6,7,11,3,1,6,2,25,2,23.8,19,,,,
5,57,5.00,2,23,1,1,26,-3,1.58,16,24,0.67,1,3,0.33,2,5,0.4,0,4,4,6,0,1,2,3,35,3,26.3,-2,,,,
5,58,5.00,1,23,1,1,9,-5,1.63,7,24,0.29,1,6,0.17,11,15,0.73,4,4,8,4,0,0,3,2,26,2,13.4,-13,,,,
5,59,5.00,2,23,1,0,12,8,1.82,11,22,0.5,1,4,0.25,7,9,0.78,2,6,8,13,2,0,3,2,30,3,28.7,12,,,,
5,60,6.00,2,23,1,0,19,9,1.66,15,29,0.52,0,5,0,7,8,0.88,3,3,6,6,1,0,3,1,37,3,27.1,21,,,,
5,61,6.00,3,23,1,1,7,14,1.83,16,30,0.53,7,13,0.54,11,16,0.69,1,7,8,10,4,0,2,3,50,5,44,11,,,,
5,62,6.00,1,23,1,1,19,-11,1.58,13,27,0.48,2,8,0.25,11,12,0.92,0,3,3,1,1,3,4,1,39,3,25.2,-21,,,,
5,63,6.00,2,23,1,0,5,8,1.59,11,24,0.46,5,8,0.63,11,12,0.92,4,7,11,4,1,2,2,2,38,3,32.5,15,,,,
5,64,6.00,2,23,1,0,3,8,1.82,7,18,0.39,1,4,0.25,9,13,0.69,1,9,10,11,1,2,4,0,24,2,22.1,10,,,,
5,65,6.00,2,23,1,1,21,-5,1.9,12,23,0.52,2,7,0.29,16,23,0.7,3,8,11,7,1,2,6,5,42,4,31.7,-4,,,,
5,66,6.00,1,23,1,1,6,-2,1.81,9,22,0.41,1,7,0.14,6,8,0.75,2,5,7,7,0,0,7,4,25,2,11.6,3,,,,
5,67,6.00,3,23,1,0,29,7,1.74,11,24,0.46,1,3,0.33,10,16,0.63,2,5,7,10,1,2,1,2,33,3,28.7,17,,,,
5,68,6.00,1,23,1,1,20,-14,1.76,11,22,0.5,1,4,0.25,7,11,0.64,2,7,9,6,0,1,3,1,30,3,22.4,-7,,,,
5,69,6.00,2,23,1,0,15,16,1.71,11,19,0.58,2,5,0.4,6,7,0.86,3,4,7,6,1,1,0,0,30,3,29.9,15,,,,
5,70,6.00,2,23,1,0,17,7,1.73,14,22,0.64,1,3,0.33,0,0,0,0,12,12,5,1,0,5,1,29,2,21.9,-3,,,,
5,71,6.00,1,23,1,1,26,-10,1.61,9,25,0.36,3,9,0.33,8,10,0.8,4,7,11,4,2,0,4,3,29,2,18.8,-12,,,,
5,72,6.00,4,23,1,0,14,-1,1.69,6,14,0.43,1,2,0.5,8,10,0.8,0,3,3,8,2,2,2,2,21,2,19.9,-3,,,,
5,73,6.00,3,23,1,1,15,-14,1.47,4,17,0.24,1,5,0.2,4,6,0.67,0,4,4,5,0,0,5,0,13,1,1.6,-19,,,,
5,74,6.00,1,23,1,0,10,3,1.74,11,18,0.61,1,2,0.5,3,3,1,3,6,9,9,3,1,1,4,26,2,29.1,7,,,,
5,75,7.00,3,23,1,1,29,4,1.3,11,19,0.58,1,4,0.25,6,6,1,2,2,4,5,3,2,4,6,29,2,23.6,3,,,,
5,76,7.00,1,23,1,0,19,-3,1.6,10,24,0.42,3,7,0.43,10,14,0.71,0,5,5,4,2,2,3,4,33,3,21.7,-1,,,,
5,77,7.00,2,23,1,0,20,-15,1.77,6,22,0.27,1,5,0.2,4,8,0.5,5,2,7,9,2,2,5,1,17,1,10.8,-15,,,,
5,78,7.00,4,23,1,0,21,21,1.47,11,21,0.52,1,4,0.25,10,13,0.77,4,3,7,8,1,2,0,2,33,3,32.4,10,,,,
5,79,7.00,2,23,1,1,19,-5,1.59,13,21,0.62,2,6,0.33,6,12,0.5,0,6,6,2,3,0,3,2,34,3,24.5,-10,,,,
5,80,7.00,2,23,1,0,8,8,1.47,3,9,0.33,0,1,0,7,9,0.78,0,11,11,7,1,2,5,1,13,1,12.3,-3,,,,
5,81,7.00,1,23,1,1,10,1,1.74,10,18,0.56,1,2,0.5,6,12,0.5,1,3,4,5,2,1,5,3,27,2,17.6,-5,,,,
5,82,7.00,2,23,1,0,15,-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
6,1,1.00,7,23,1,1,9,-5,1.5,9,21,0.43,0,4,0,4,8,0.5,1,6,7,6,2,1,3,4,22,2,14.1,-3,,,,
6,2,1.00,2,23,1,0,29,17,1.26,7,15,0.47,0,2,0,8,12,0.67,2,7,9,9,0,1,5,3,22,2,17,10,,,,
6,3,2.00,2,23,1,1,14,-12,1.57,6,15,0.4,0,3,0,3,4,0.75,2,5,7,13,3,0,5,3,15,1,15.3,-8,,,,
6,4,2.00,2,23,1,1,27,19,1.42,8,20,0.4,0,2,0,13,15,0.87,2,6,8,3,2,1,1,1,29,2,24,13,,,,
6,5,2.00,2,23,1,0,19,14,1.49,13,23,0.57,0,2,0,15,16,0.94,2,7,9,6,4,0,5,1,41,4,36,22,,,,
6,6,2.00,2,23,1,0,5,4,1.64,11,24,0.46,1,6,0.17,4,7,0.57,2,7,9,8,1,4,4,2,27,2,21.5,-3,,,,
6,7,2.00,1,23,1,1,19,9,1.63,13,29,0.45,4,7,0.57,11,13,0.85,4,9,13,4,0,0,2,1,41,4,31,12,,,,
6,8,2.00,3,23,1,0,26,6,1.78,16,24,0.67,1,4,0.25,8,10,0.8,0,5,5,6,3,0,2,2,41,4,35.7,11,,,,
6,9,2.00,2,23,1,0,4,11,1.58,10,20,0.5,0,0,0,2,4,0.5,1,7,8,11,3,0,5,4,22,2,18.1,14,,,,
6,10,2.00,2,23,1,0,25,12,1.75,13,21,0.62,3,7,0.43,9,11,0.82,3,2,5,7,2,2,2,2,38,3,35.9,33,,,,
6,11,2.00,3,23,1,1,21,24,1.5,9,20,0.45,1,4,0.25,12,17,0.71,0,8,8,4,0,1,3,3,31,3,20.3,17,,,,
6,12,2.00,1,23,1,1,15,-7,1.65,8,21,0.38,0,4,0,9,10,0.9,1,5,6,6,4,0,3,1,25,2,20.1,-5,,,,
6,13,2.00,3,23,1,0,13,14,1.52,8,19,0.42,1,4,0.25,7,7,1,1,6,7,8,2,0,2,3,24,2,20.8,16,,,,
6,14,2.00,3,23,1,1,7,18,1.26,7,14,0.5,3,7,0.43,9,11,0.82,0,4,4,1,1,1,1,0,26,2,20.8,17,,,,
6,15,2.00,1,23,1,0,31,35,0.71,7,12,0.58,0,1,0,0,0,0,0,3,3,3,1,3,0,0,14,1,14.5,24,,,,
6,16,2.00,2,23,1,0,24,15,1.28,9,13,0.69,3,4,0.75,2,4,0.5,1,6,7,8,3,1,2,2,23,2,25.7,24,,,,
6,17,2.00,1,23,1,1,26,12,1.72,12,27,0.44,1,5,0.2,7,10,0.7,1,6,7,5,2,1,3,3,32,3,21.2,7,,,,
6,18,3.00,4,23,1,0,7,36,1.17,5,10,0.5,1,4,0.25,10,10,1,0,5,5,6,5,1,0,0,21,2,27.4,30,,,,
6,19,3.00,2,23,1,0,5,24,1.57,4,12,0.33,0,4,0,3,4,0.75,2,6,8,11,1,3,2,2,11,1,15,32,,,,
6,20,3.00,1,23,1,1,29,20,1.15,8,17,0.47,2,4,0.5,7,8,0.88,2,3,5,4,2,2,3,3,25,2,20.2,27,,,,
6,21,3.00,3,23,1,0,17,20,1.27,11,18,0.61,2,5,0.4,7,8,0.88,0,5,5,4,3,0,2,1,31,3,27.3,19,,,,
6,22,3.00,1,23,1,1,10,8,1.63,10,22,0.46,2,6,0.33,7,8,0.88,2,2,4,5,0,2,1,4,29,2,21.5,-1,,,,
6,23,3.00,2,23,1,0,10,16,1.53,9,21,0.43,1,4,0.25,9,12,0.75,3,4,7,7,1,3,0,2,28,2,26.2,13,,,,
6,24,3.00,1,23,1,1,13,-5,1.9,10,19,0.53,2,7,0.29,11,12,0.92,2,4,6,9,4,1,1,2,33,3,35.1,1,,,,
6,25,3.00,4,23,1,1,12,23,1.65,14,20,0.7,2,6,0.33,2,4,0.5,0,6,6,3,2,2,0,1,32,3,29.7,22,,,,
6,26,3.00,2,23,1,1,4,17,1.61,13,20,0.65,0,2,0,7,8,0.88,3,7,10,8,0,0,6,3,33,3,26.4,14,,,,
6,27,3.00,2,23,1,1,31,11,1.78,14,24,0.58,2,4,0.5,1,2,0.5,2,2,4,7,3,1,3,1,31,3,26.6,16,,,,
6,28,3.00,2,23,1,0,18,9,1.6,11,23,0.48,0,3,0,5,7,0.71,1,8,9,5,3,1,7,2,27,2,17,14,,,,
6,29,3.00,2,23,1,0,6,4,1.59,6,13,0.46,0,2,0,6,10,0.6,0,5,5,6,3,1,3,1,18,1,15.7,-4,,,,
6,30,3.00,3,23,1,0,8,7,1.77,12,19,0.63,2,4,0.5,7,12,0.58,0,6,6,9,0,1,2,1,33,3,28.9,8,,,,
6,31,3.00,2,24,1,1,8,-9,1.81,12,24,0.5,3,8,0.38,11,14,0.79,0,2,2,7,0,2,5,2,38,3,25.9,-6,,,,
6,32,4.00,3,24,1,0,19,25,1.55,3,8,0.38,2,3,0.67,8,8,1,1,9,10,11,2,3,5,1,16,1,21.4,27,,,,
6,33,4.00,2,24,1,1,6,-3,1.7,11,22,0.5,3,9,0.33,5,8,0.63,0,6,6,10,1,2,7,4,30,3,20.4,0,,,,
6,34,4.00,3,24,1,0,29,30,1.29,9,16,0.56,0,1,0,3,3,1,0,4,4,4,2,2,4,1,21,2,16.4,23,,,,
6,35,4.00,2,24,1,0,9,15,1.49,13,25,0.52,3,7,0.43,9,9,1,1,6,7,6,4,3,3,2,38,3,34.7,20,,,,
6,36,4.00,4,24,1,1,16,15,1.68,9,15,0.6,1,5,0.2,11,14,0.79,0,11,11,10,3,1,2,2,30,3,33.1,21,,,,
6,37,4.00,2,24,1,1,19,-9,1.85,8,28,0.29,1,6,0.17,11,16,0.69,3,11,14,7,1,1,8,4,28,2,12,2,,,,
6,38,4.00,1,24,1,0,14,14,1.79,12,24,0.5,0,2,0,5,6,0.83,3,11,14,7,3,1,4,3,29,2,25.4,19,,,,
6,39,4.00,3,24,1,1,22,-17,1.76,9,25,0.36,1,5,0.2,4,8,0.5,2,7,9,4,4,1,6,1,23,2,12.1,-11,,,,
6,40,4.00,2,24,1,1,3,6,1.75,14,30,0.47,3,6,0.5,3,4,0.75,0,7,7,14,1,0,2,1,34,3,28.7,14,,,,
6,41,4.00,2,24,1,1,24,1,1.69,10,24,0.42,2,5,0.4,10,16,0.63,2,7,9,8,3,2,2,2,32,3,27.5,12,,,,
6,42,4.00,1,24,1,1,25,5,1.71,14,27,0.52,1,6,0.17,4,6,0.67,4,10,14,9,1,0,2,1,33,3,29.6,16,,,,
6,43,4.00,3,24,1,0,1,7,1.56,5,10,0.5,0,2,0,13,15,0.87,5,10,15,11,0,3,2,1,23,2,31.1,6,,,,
6,44,4.00,2,24,1,1,20,-11,1.57,10,27,0.37,0,2,0,3,6,0.5,1,7,8,8,1,1,2,1,23,2,14.6,-9,,,,
6,45,4.00,1,24,1,0,11,17,1.55,9,17,0.53,2,4,0.5,5,6,0.83,0,7,7,6,3,1,3,2,25,2,22.5,32,,,,
6,46,5.00,2,24,1,1,15,10,1.62,12,25,0.48,3,8,0.38,6,11,0.55,4,0,4,8,1,1,5,3,33,3,22.2,-8,,,,
6,47,5.00,2,24,1,0,17,18,1.56,9,20,0.45,2,5,0.4,13,13,1,1,6,7,4,1,2,3,3,33,3,26.1,23,,,,
6,48,5.00,1,24,1,1,7,5,1.84,17,33,0.52,2,7,0.29,16,19,0.84,0,9,9,11,0,2,3,1,52,5,42.9,7,,,,
6,49,5.00,4,24,1,0,22,-10,1.67,5,20,0.25,2,8,0.25,4,8,0.5,3,5,8,12,0,0,1,1,16,1,13,-12,,,,
6,50,5.00,2,24,1,1,5,-1,1.72,15,21,0.71,4,7,0.57,13,14,0.93,0,7,7,4,1,1,7,1,47,4,37.1,7,,,,
6,51,5.00,1,24,1,0,2,17,1.39,9,18,0.5,1,5,0.2,7,8,0.88,2,4,6,6,2,1,3,1,26,2,22.7,22,,,,
6,52,5.00,7,24,1,1,17,17,1.38,9,17,0.53,0,3,0,2,2,1,1,8,9,9,1,1,5,1,20,2,17.4,20,,,,
6,53,5.00,2,24,1,1,26,8,1.67,16,29,0.55,8,11,0.73,15,22,0.68,1,4,5,9,0,0,6,3,55,5,39.3,13,,,,
6,54,5.00,2,24,1,0,15,21,1.27,6,13,0.46,0,3,0,8,10,0.8,0,5,5,9,2,1,0,0,20,2,23,22,,,,
6,55,5.00,2,24,1,0,16,15,1.24,4,10,0.4,1,2,0.5,6,8,0.75,0,5,5,8,0,1,2,1,15,1,14.2,13,,,,
6,56,5.00,2,24,1,1,18,-19,1.41,7,21,0.33,2,5,0.4,5,6,0.83,0,1,1,0,1,2,3,4,21,2,6.8,-14,,,,
6,57,5.00,1,24,1,1,28,11,1.34,12,23,0.52,3,6,0.5,3,3,1,4,10,14,4,2,0,1,2,30,3,27.5,29,,,,
6,58,6.00,2,24,1,1,13,1,1.82,8,20,0.4,2,7,0.29,8,14,0.57,1,5,6,11,1,2,0,3,26,2,23.9,4,,,,
6,59,6.00,1,24,1,1,8,7,1.82,13,21,0.62,6,7,0.86,10,10,1,1,7,8,4,1,1,6,4,42,4,32.2,8,,,,
6,60,6.00,2,24,1,0,26,18,1.38,7,11,0.64,4,5,0.8,5,7,0.71,1,7,8,4,1,0,3,2,23,2,20.1,24,,,,
6,61,6.00,2,24,1,1,9,-11,1.6,5,15,0.33,2,5,0.4,9,12,0.75,0,6,6,5,1,0,4,1,21,2,13.2,-1,,,,
6,62,6.00,1,24,1,0,8,10,1.8,5,15,0.33,0,3,0,4,7,0.57,2,8,10,12,1,1,2,0,14,1,16.2,10,,,,
6,63,6.00,3,24,1,1,11,4,1.82,10,23,0.44,0,6,0,12,16,0.75,4,9,13,11,2,2,4,2,32,3,30.1,7,,,,
6,64,6.00,2,24,1,1,2,8,1.81,10,24,0.42,3,8,0.38,11,13,0.85,6,4,10,13,3,3,3,0,34,3,37,7,,,,
6,65,6.00,1,24,1,1,1,3,1.96,16,30,0.53,4,11,0.36,15,17,0.88,0,4,4,9,2,3,3,2,51,5,43.4,6,,,,
6,66,6.00,2,24,1,0,7,5,1.66,9,17,0.53,0,3,0,1,3,0.33,1,7,8,10,4,3,3,1,19,1,22.4,-1,,,,
6,67,6.00,2,24,1,0,20,4,1.78,15,27,0.56,4,7,0.57,9,10,0.9,2,10,12,8,4,1,6,1,43,4,38,5,,,,
6,68,6.00,2,24,1,0,3,5,1.95,10,22,0.46,0,3,0,6,11,0.55,0,11,11,10,1,2,0,4,26,2,23.7,-1,,,,
6,69,6.00,2,24,1,0,13,6,1.67,9,21,0.43,1,4,0.25,3,5,0.6,1,6,7,5,3,1,2,2,22,2,17,10,,,,
6,70,6.00,1,24,1,1,21,8,1.63,9,17,0.53,1,4,0.25,11,15,0.73,2,9,11,8,1,0,1,0,30,3,29.8,14,,,,
6,71,6.00,3,24,1,0,21,11,1.63,7,14,0.5,1,1,1,7,7,1,1,7,8,11,1,0,1,0,22,2,25.5,19,,,,
6,72,6.00,2,24,1,0,12,22,1.4,8,14,0.57,2,3,0.67,7,10,0.7,2,10,12,7,0,0,5,0,25,2,21.5,25,,,,
6,73,6.00,2,24,1,0,27,28,1.3,9,22,0.41,2,4,0.5,4,5,0.8,1,5,6,12,1,2,0,0,24,2,24.8,15,,,,
6,74,6.00,2,24,1,0,15,6,1.69,9,24,0.38,0,2,0,7,8,0.88,1,11,12,3,3,1,1,0,25,2,20.2,10,,,,
6,75,7.00,2,24,1,1,6,-8,1.6,11,18,0.61,4,8,0.5,5,7,0.71,1,8,9,6,0,0,6,1,31,3,22.9,-13,,,,
6,76,7.00,1,24,1,1,20,-29,1.33,7,20,0.35,2,5,0.4,10,10,1,1,8,9,5,1,0,2,1,26,2,20,-26,,,,
6,77,7.00,2,24,1,0,28,20,1.53,14,21,0.67,2,5,0.4,8,8,1,0,7,7,6,1,0,2,1,38,3,33.8,7,,,,
6,78,7.00,3,24,1,0,6,12,1.29,7,15,0.47,0,2,0,7,8,0.88,0,6,6,7,3,0,2,1,21,2,20.2,25,,,,
6,79,7.00,2,24,1,1,10,10,1.52,8,17,0.47,1,4,0.25,10,12,0.83,0,2,2,10,0,1,1,4,27,2,23.2,8,,,,
6,80,7.00,2,24,1,0,9,31,1.27,9,14,0.64,5,8,0.63,6,6,1,0,4,4,7,1,1,5,1,29,2,25.2,21,,,,
6,81,7.00,1,24,1,1,5,8,1.61,12,23,0.52,2,7,0.29,11,14,0.79,0,5,5,5,1,0,5,1,37,3,25.1,8,,,,
6,82,7.00,2,24,1,0,10,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
7,1,1.00,7,24,1,0,9,-6,1.87,12,22,0.55,4,9,0.44,10,13,0.77,0,4,4,8,2,4,5,4,38,3,31.2,0,,,,
7,2,1.00,1,24,1,1,17,-10,1.66,7,19,0.37,1,5,0.2,8,14,0.57,2,9,11,12,2,0,4,1,23,2,20.2,2,,,,
7,3,1.00,2,24,1,1,12,17,1.39,10,18,0.56,2,3,0.67,2,3,0.67,2,7,9,6,1,1,2,1,24,2,22,17,,,,
7,4,1.00,1,24,1,0,29,11,1.55,5,11,0.46,0,1,0,4,6,0.67,1,6,7,9,0,0,4,1,14,1,11.9,19,,,,
7,5,2.00,3,24,1,0,6,12,1.5,7,16,0.44,2,7,0.29,11,13,0.85,3,5,8,6,3,0,4,0,27,2,24.6,5,,,,
7,6,2.00,2,24,1,0,19,-1,1.59,9,17,0.53,1,4,0.25,6,9,0.67,0,7,7,6,1,1,3,0,25,2,20.5,-1,,,,
7,7,2.00,1,24,1,1,7,9,1.48,12,17,0.71,2,4,0.5,7,9,0.78,0,8,8,9,3,0,7,3,33,3,28.6,8,,,,
7,8,2.00,5,24,1,1,20,9,1.63,13,23,0.57,2,3,0.67,8,9,0.89,2,6,8,4,1,0,4,2,36,3,26.9,7,,,,
7,9,2.00,1,24,1,1,8,7,1.62,8,20,0.4,2,4,0.5,16,18,0.89,1,3,4,7,2,1,2,2,34,3,28.8,6,,,,
7,10,2.00,2,24,1,0,25,4,1.56,6,15,0.4,0,3,0,9,12,0.75,0,6,6,9,2,1,2,1,21,2,20.1,6,,,,
7,11,2.00,3,24,1,0,24,6,1.61,11,19,0.58,1,5,0.2,8,10,0.8,0,5,5,12,1,2,2,2,31,3,30.8,8,,,,
7,12,2.00,1,24,1,1,6,-17,1.46,12,20,0.6,3,7,0.43,7,8,0.88,0,2,2,9,2,0,6,4,34,3,25.7,-12,,,,
7,13,2.00,2,24,1,1,5,10,1.58,13,25,0.52,1,3,0.33,13,14,0.93,2,7,9,7,1,1,2,1,40,4,35,4,,,,
7,14,2.00,1,24,1,0,10,6,1.61,13,20,0.65,2,4,0.5,4,6,0.67,0,7,7,9,0,0,5,3,32,3,24.6,11,,,,
7,15,2.00,4,24,1,1,15,10,1.62,12,24,0.5,1,4,0.25,9,11,0.82,1,7,8,7,1,0,5,2,34,3,24.1,12,,,,
7,16,2.00,2,24,1,1,29,-7,1.58,10,19,0.53,2,7,0.29,3,4,0.75,0,6,6,4,0,0,6,4,25,2,12.3,3,,,,
7,17,2.00,1,24,1,0,27,16,1.51,10,20,0.5,0,2,0,5,7,0.71,0,5,5,12,0,0,1,2,25,2,22.3,8,,,,
7,18,3.00,4,24,1,0,2,17,1.44,6,15,0.4,0,3,0,0,0,0,1,7,8,10,1,1,3,0,12,1,12.4,19,,,,
7,19,3.00,2,24,1,0,19,14,1.43,8,17,0.47,1,3,0.33,6,10,0.6,0,6,6,11,0,0,1,1,23,2,20.8,19,,,,
7,20,3.00,2,24,1,1,26,15,1.35,4,10,0.4,0,0,0,6,7,0.86,1,4,5,10,1,1,5,2,14,1,13,8,,,,
7,21,3.00,2,24,1,1,16,-2,1.87,14,29,0.48,4,11,0.36,11,12,0.92,4,9,13,6,0,1,5,2,43,4,32.5,6,,,,
7,22,3.00,1,24,1,1,18,-10,1.65,8,21,0.38,2,4,0.5,9,10,0.9,1,5,6,7,1,1,5,2,27,2,18.1,-13,,,,
7,23,3.00,2,24,1,0,3,5,1.57,14,24,0.58,1,2,0.5,4,6,0.67,1,6,7,7,1,2,4,1,33,3,26.4,8,,,,
7,24,3.00,2,24,1,1,31,13,1.61,16,29,0.55,5,8,0.63,7,10,0.7,0,7,7,6,4,1,1,1,44,4,38.5,13,,,,
7,25,3.00,2,24,1,0,21,10,1.69,9,19,0.47,1,5,0.2,4,6,0.67,1,5,6,7,2,0,6,3,23,2,14.4,7,,,,
7,26,3.00,1,24,1,1,10,7,1.68,12,26,0.46,3,6,0.5,9,11,0.82,1,5,6,7,3,1,3,2,36,3,28.8,10,,,,
7,27,3.00,2,24,1,0,26,3,1.6,6,13,0.46,2,4,0.5,12,14,0.86,1,9,10,8,0,3,6,1,26,2,23.2,3,,,,
