Season,Game,Month,Days Rest,Age,Team,Home(0)/Away(1),Opp,Score Diff,Minutes,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,10PT BCKT,GmSc,PlusMinus,Month Mappings,Month Mappings,Team Mappings,Team Mappings
9,44,6.00,2,27,2,0,20,10,1.62,4,14,0.29,0,1,0,6,8,0.75,0,12,12,7,5,0,4,4,14,1,12.9,13,,,,
9,45,6.00,2,27,2,0,2,4,1.58,8,18,0.44,0,3,0,4,6,0.67,1,7,8,6,2,2,3,2,20,2,16.4,15,,,,
9,46,6.00,3,27,2,1,15,15,1.56,6,15,0.4,0,3,0,5,5,1,0,6,6,10,4,1,5,0,17,1,17.4,8,,,,
9,47,6.00,2,27,2,1,31,-16,1.65,8,18,0.44,0,3,0,1,1,1,0,3,3,7,2,0,4,2,17,1,10.6,-10,,,,
9,48,6.00,1,27,2,1,5,-15,1.7,9,21,0.43,2,4,0.5,4,6,0.67,2,7,9,2,1,0,6,1,24,2,11.6,-14,,,,
9,49,6.00,3,27,2,0,27,21,1.51,8,16,0.5,0,2,0,3,3,1,3,6,9,5,2,0,3,3,19,1,16.2,9,,,,
9,50,6.00,1,27,2,1,17,12,1.6,11,18,0.61,0,2,0,4,6,0.67,1,3,4,9,1,0,3,0,26,2,22.9,9,,,,
9,51,7.00,2,27,2,1,9,-19,1.44,11,20,0.55,0,0,0,1,2,0.5,2,2,4,0,0,1,2,1,23,2,13.3,-30,,,,
9,52,7.00,2,27,2,0,10,6,1.59,15,25,0.6,1,2,0.5,10,13,0.77,3,3,6,4,3,1,4,0,41,4,33.8,12,,,,
9,53,7.00,1,27,2,0,31,5,1.73,10,20,0.5,3,7,0.43,11,13,0.85,1,6,7,10,4,1,2,2,34,3,34.6,20,,,,
9,54,7.00,2,27,2,0,16,-15,1.57,8,19,0.42,2,6,0.33,3,4,0.75,2,4,6,6,2,0,3,0,21,2,16.3,-6,,,,
9,55,7.00,2,27,2,0,15,23,1.34,12,22,0.55,1,3,0.33,1,5,0.2,3,1,4,2,0,1,1,1,26,2,16.9,10,,,,
9,56,7.00,2,27,2,0,9,-8,1.7,11,23,0.48,1,3,0.33,13,14,0.93,5,2,7,7,1,1,2,3,36,3,31.4,-6,,,,
9,57,7.00,2,27,2,1,19,-10,1.97,11,24,0.46,3,6,0.5,5,7,0.71,1,5,6,5,1,1,4,1,30,3,19.8,-1,,,,
9,58,7.00,1,27,2,0,29,23,1.2,7,16,0.44,0,1,0,5,7,0.71,1,8,9,5,2,1,2,1,19,1,16.7,18,,,,
9,59,7.00,2,27,2,1,7,8,1.68,11,24,0.46,1,6,0.17,6,9,0.67,2,8,10,3,2,0,6,4,29,2,15.7,18,,,,
9,60,7.00,1,27,2,1,21,3,1.47,11,19,0.58,1,2,0.5,14,15,0.93,1,5,6,7,2,1,4,2,37,3,32.7,-4,,,,
9,61,7.00,2,27,2,0,17,24,1.26,12,15,0.8,1,1,1,3,4,0.75,0,5,5,4,2,0,5,0,28,2,23.2,20,,,,
9,62,7.00,1,27,2,0,19,11,1.47,8,18,0.44,1,2,0.5,10,12,0.83,0,11,11,6,0,1,1,3,27,2,22.8,11,,,,
9,63,7.00,2,27,2,0,6,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
9,64,7.00,3,27,2,0,18,9,1.49,11,21,0.52,1,3,0.33,9,10,0.9,1,7,8,5,1,2,5,1,32,3,24.6,12,,,,
9,65,7.00,2,27,2,1,9,-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
9,66,7.00,4,27,2,1,6,-34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
10,1,1.00,7,27,2,0,9,13,1.2,10,16,0.63,2,4,0.5,4,5,0.8,1,9,10,3,2,0,0,2,26,2,25.1,12,,,,
10,2,2.00,3,27,2,1,7,-20,1.53,8,16,0.5,2,3,0.67,5,6,0.83,0,7,7,5,0,3,5,2,23,2,16.5,-21,,,,
10,3,2.00,1,27,2,0,4,3,1.63,8,17,0.47,0,1,0,4,4,1,1,8,9,11,0,2,0,2,20,2,22.7,7,,,,
10,4,2.00,2,27,2,0,2,25,1.26,10,17,0.59,2,3,0.67,1,3,0.33,3,8,11,1,0,0,3,2,23,2,15.7,25,,,,
10,5,2.00,2,27,2,0,33,30,1.25,7,12,0.58,2,3,0.67,4,4,1,4,8,12,8,1,0,2,1,20,2,23.8,18,,,,
10,6,2.00,2,27,2,1,13,6,1.49,10,17,0.59,0,2,0,1,3,0.33,2,9,11,9,1,0,2,2,21,2,20.9,0,,,,
10,7,2.00,2,27,2,1,16,-18,1.49,10,19,0.53,0,1,0,0,4,0,3,7,10,6,2,1,2,2,20,2,17.4,-18,,,,
10,8,2.00,1,27,2,1,18,3,1.66,14,26,0.54,5,8,0.63,5,8,0.63,1,9,10,6,0,0,0,1,38,3,31.4,8,,,,
10,9,2.00,2,27,2,1,11,-7,1.72,12,23,0.52,0,3,0,6,9,0.67,0,5,5,7,1,2,4,3,30,3,21.1,-15,,,,
10,10,2.00,1,27,2,1,4,5,1.75,11,23,0.48,0,1,0,5,6,0.83,1,6,7,12,1,3,4,0,27,2,24.9,9,,,,
10,11,2.00,2,27,2,1,2,9,1.7,8,20,0.4,1,3,0.33,4,7,0.57,0,7,7,3,2,0,1,1,21,2,13.8,20,,,,
10,12,2.00,4,27,2,0,26,7,1.77,11,21,0.52,2,4,0.5,4,8,0.5,2,8,10,8,1,1,1,3,28,2,25,5,,,,
10,13,2.00,3,27,2,0,32,2,1.67,10,16,0.63,2,5,0.4,8,9,0.89,1,5,6,5,0,1,7,3,30,3,20.6,7,,,,
10,14,2.00,5,27,2,0,28,5,1.63,9,16,0.56,2,5,0.4,3,6,0.5,3,6,9,7,4,0,4,2,23,2,22.2,-1,,,,
10,15,3.00,2,27,2,0,33,13,1.54,8,15,0.53,1,2,0.5,4,6,0.67,1,8,9,6,1,0,2,3,21,2,18,14,,,,
10,16,3.00,3,27,2,1,6,-4,1.79,12,24,0.5,1,4,0.25,1,3,0.33,2,11,13,11,3,2,3,1,26,2,26.6,-3,,,,
10,17,3.00,2,27,2,0,7,-20,1.61,11,20,0.55,3,5,0.6,6,9,0.67,2,8,10,9,3,0,2,0,31,3,31.3,-17,,,,
10,18,3.00,2,27,2,0,14,16,1.5,11,16,0.69,0,0,0,2,3,0.67,1,4,5,7,2,0,4,2,24,2,20.8,10,,,,
10,19,3.00,2,27,2,0,13,9,1.68,10,16,0.63,1,2,0.5,6,7,0.86,1,6,7,6,2,0,3,0,27,2,25.1,12,,,,
10,20,3.00,2,27,2,0,24,-2,1.76,12,23,0.52,2,4,0.5,5,5,1,1,2,3,5,1,0,4,0,31,3,21.5,-3,,,,
10,21,3.00,3,27,2,0,6,30,1.27,8,15,0.53,0,3,0,7,11,0.64,0,10,10,5,1,0,2,0,23,2,19.6,36,,,,
10,22,3.00,3,27,2,0,12,11,1.75,8,18,0.44,2,5,0.4,4,5,0.8,0,6,6,11,1,4,0,0,22,2,25.5,12,,,,
10,23,3.00,2,27,2,1,27,15,1.29,9,13,0.69,3,5,0.6,3,4,0.75,0,9,9,5,1,1,5,0,24,2,21,25,,,,
10,24,3.00,2,27,2,0,25,16,1.56,11,20,0.55,1,1,1,7,10,0.7,1,8,9,7,0,0,4,0,30,3,23.2,14,,,,
10,25,3.00,3,27,2,0,31,6,1.74,12,20,0.6,0,3,0,5,5,1,3,5,8,9,2,1,3,3,29,2,28.2,13,,,,
10,26,3.00,1,27,2,1,29,13,1.61,9,19,0.47,2,4,0.5,7,8,0.88,2,10,12,8,4,2,3,1,27,2,28.9,12,,,,
10,27,3.00,2,27,2,1,15,-10,1.85,15,22,0.68,2,4,0.5,3,4,0.75,1,5,6,5,6,1,3,1,35,3,34.2,-2,,,,
10,28,3.00,1,28,2,1,26,-19,1.52,11,20,0.55,1,2,0.5,3,5,0.6,1,5,6,7,2,1,6,2,26,2,18.6,-8,,,,
10,29,3.00,2,28,2,1,20,2,2,10,22,0.46,1,6,0.17,15,16,0.94,1,7,8,11,1,0,3,2,36,3,31.9,4,,,,
10,30,4.00,2,28,2,0,27,10,1.75,11,20,0.55,1,3,0.33,9,11,0.82,1,11,12,9,3,1,4,0,32,3,31.6,12,,,,
10,31,4.00,2,28,2,0,19,-7,1.71,8,14,0.57,1,5,0.2,13,16,0.81,0,6,6,2,1,0,2,2,30,3,23.6,-18,,,,
10,32,4.00,2,28,2,0,6,28,1.46,9,17,0.53,2,3,0.67,4,4,1,1,1,2,7,0,1,1,0,24,2,21.3,26,,,,
10,33,4.00,2,28,2,1,5,-10,1.78,10,20,0.5,1,1,1,1,4,0.25,3,7,10,4,1,2,7,2,22,2,12.4,-5,,,,
10,34,4.00,2,28,2,1,3,-2,1.78,6,16,0.38,1,5,0.2,2,5,0.4,0,10,10,9,2,1,4,3,15,1,11.8,-9,,,,
10,35,4.00,2,28,2,1,1,29,1.21,7,10,0.7,0,1,0,6,7,0.86,1,4,5,7,5,2,1,0,20,2,27.6,28,,,,
10,36,4.00,2,28,2,1,25,-7,1.82,13,19,0.68,2,4,0.5,4,4,1,1,3,4,6,3,2,3,5,32,3,29.1,1,,,,
10,37,4.00,2,28,2,1,24,17,1.27,11,20,0.55,1,5,0.2,2,3,0.67,1,6,7,10,1,0,1,2,25,2,23.7,33,,,,
10,38,4.00,1,28,2,1,22,9,1.75,17,25,0.68,1,2,0.5,4,4,1,0,7,7,8,3,1,2,2,39,3,36.9,13,,,,
10,39,4.00,6,28,2,0,17,7,1.87,12,23,0.52,1,5,0.2,6,7,0.86,1,9,10,11,0,0,3,1,31,3,27,9,,,,
10,40,4.00,2,28,2,0,15,22,1.38,9,14,0.64,0,1,0,5,6,0.83,1,6,7,7,1,0,2,0,23,2,22.8,22,,,,
10,41,4.00,2,28,2,1,9,-2,2.16,14,31,0.45,3,6,0.5,3,5,0.6,4,12,16,7,3,1,3,3,34,3,27.9,-2,,,,
10,42,4.00,3,28,2,1,33,20,1.43,10,18,0.56,3,4,0.75,1,4,0.25,2,7,9,7,2,0,4,2,24,2,19.8,22,,,,
10,43,5.00,2,28,2,1,5,-13,1.75,9,17,0.53,1,3,0.33,9,11,0.82,1,5,6,3,1,1,3,4,28,2,20.3,-9,,,,
10,44,5.00,2,28,2,1,17,15,1.66,10,16,0.63,1,2,0.5,9,11,0.82,0,8,8,7,2,0,3,1,30,3,27.9,29,,,,
10,45,5.00,1,28,2,0,29,5,1.58,13,14,0.93,0,0,0,5,6,0.83,0,8,8,8,2,0,5,1,31,3,30.6,8,,,,
10,46,5.00,2,28,2,0,18,6,1.53,11,18,0.61,3,6,0.5,7,10,0.7,1,5,6,5,0,2,4,2,32,3,24.9,4,,,,
10,47,5.00,2,28,2,0,11,22,1.29,9,11,0.82,4,5,0.8,8,11,0.73,1,4,5,6,0,2,5,3,30,3,26,21,,,,
10,48,5.00,2,28,2,0,22,10,1.51,12,18,0.67,1,2,0.5,7,8,0.88,1,6,7,4,3,0,4,4,32,3,26.5,7,,,,
10,49,5.00,2,28,2,0,3,13,1.61,11,15,0.73,1,3,0.33,7,8,0.88,0,6,6,9,3,2,1,0,30,3,35,21,,,,
10,50,5.00,2,28,2,1,31,10,1.67,14,24,0.58,4,8,0.5,7,9,0.78,3,9,12,7,2,0,4,3,39,3,33.5,15,,,,
10,51,5.00,6,28,2,1,13,13,1.65,8,15,0.53,1,4,0.25,7,8,0.88,0,6,6,11,4,0,2,1,24,2,27.4,16,,,,
10,52,5.00,1,28,2,1,19,19,1.44,11,15,0.73,1,4,0.25,3,3,1,1,11,12,7,2,0,4,2,26,2,26,6,,,,
10,53,5.00,2,28,2,1,10,24,1.31,7,12,0.58,1,4,0.25,1,2,0.5,1,9,10,11,2,0,2,1,16,1,20.7,14,,,,
10,54,5.00,1,28,2,0,32,4,1.62,10,19,0.53,0,1,0,8,11,0.73,2,1,3,8,1,0,2,0,28,2,23.8,6,,,,
10,55,5.00,2,28,2,0,1,12,1.99,14,23,0.61,1,2,0.5,11,12,0.92,3,5,8,16,2,1,2,1,40,4,44.2,11,,,,
10,56,6.00,3,28,2,0,16,7,1.75,4,14,0.29,2,4,0.5,8,12,0.67,1,7,8,10,2,1,1,1,18,1,19.3,-1,,,,
10,57,6.00,2,28,2,1,7,6,1.78,12,23,0.52,2,6,0.33,3,6,0.5,3,8,11,7,3,1,2,1,29,2,27.2,9,,,,
10,58,6.00,1,28,2,1,12,16,1.45,9,16,0.56,1,4,0.25,1,1,1,1,9,10,4,3,2,7,3,20,2,14.8,10,,,,
10,59,6.00,2,28,2,0,20,1,1.59,7,14,0.5,1,6,0.17,11,12,0.92,0,3,3,2,0,1,2,0,26,2,19.6,8,,,,
10,60,6.00,2,28,2,0,10,9,1.43,10,17,0.59,2,3,0.67,3,5,0.6,3,7,10,5,1,2,3,2,25,2,22.6,19,,,,
10,61,6.00,2,28,2,0,5,14,1.51,5,10,0.5,0,0,0,3,5,0.6,1,5,6,7,1,1,4,1,13,1,11.6,23,,,,
10,62,6.00,2,28,2,0,13,17,1.25,3,11,0.27,0,2,0,9,12,0.75,3,4,7,7,2,0,4,1,15,1,13.1,21,,,,
10,63,6.00,1,28,2,1,10,4,1.55,8,19,0.42,1,4,0.25,10,12,0.83,2,5,7,8,2,1,4,1,27,2,22.9,7,,,,
10,64,6.00,2,28,2,1,26,13,1.59,12,24,0.5,0,2,0,4,5,0.8,1,9,10,7,0,1,2,1,28,2,22.2,5,,,,
10,65,6.00,2,28,2,1,17,17,1.41,6,12,0.5,2,6,0.33,8,11,0.73,1,11,12,8,2,0,3,1,22,2,23,10,,,,
10,66,6.00,1,28,2,1,9,2,1.76,16,29,0.55,1,4,0.25,4,6,0.67,1,6,7,12,2,2,5,3,37,3,30.4,13,,,,
10,67,6.00,2,28,2,1,32,3,1.76,8,22,0.36,3,7,0.43,6,8,0.75,7,5,12,10,3,2,4,1,25,2,25.4,1,,,,
10,68,6.00,2,28,2,0,15,14,1.66,12,15,0.8,1,1,1,4,6,0.67,1,7,8,8,2,1,3,1,29,2,30.2,14,,,,
10,69,6.00,2,28,2,0,29,32,1.42,11,14,0.79,0,1,0,10,11,0.91,0,8,8,10,3,3,4,0,32,3,36.7,22,,,,
10,70,6.00,1,28,2,1,20,14,1.61,9,16,0.56,0,0,0,6,10,0.6,1,8,9,11,1,0,3,2,24,2,22.8,25,,,,
10,71,6.00,2,28,2,1,19,-4,1.66,11,17,0.65,2,5,0.4,8,11,0.73,0,7,7,3,2,4,4,1,32,3,27.9,2,,,,
10,72,6.00,2,28,2,1,14,19,1.34,13,20,0.65,7,10,0.7,3,5,0.6,0,4,4,6,2,0,3,0,36,3,30.8,19,,,,
10,73,6.00,2,28,2,1,28,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
10,74,7.00,4,28,2,0,7,-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
10,75,7.00,7,28,2,1,29,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
10,76,7.00,8,28,2,0,10,19,1.24,12,17,0.71,1,2,0.5,2,2,1,0,4,4,5,1,0,1,1,27,2,24.2,22,,,,
10,77,7.00,3,28,2,0,26,11,1.25,11,16,0.69,0,1,0,6,6,1,1,6,7,7,2,1,3,0,28,2,28.3,21,,,,
10,78,7.00,1,28,2,1,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
10,79,7.00,3,28,2,0,9,8,1.2,8,10,0.8,0,0,0,4,4,1,1,5,6,9,0,0,1,1,20,2,23.3,6,,,,
10,80,7.00,2,28,2,0,19,12,1.45,7,12,0.58,1,1,1,9,12,0.75,0,7,7,6,1,0,3,2,24,2,20.7,8,,,,
10,81,7.00,1,28,2,1,32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
10,82,7.00,3,28,2,0,20,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
11,1,1.00,7,28,2,0,19,12,1.58,5,11,0.46,0,1,0,7,9,0.78,0,6,6,8,1,0,2,0,17,1,16.9,8,,,,
11,2,1.00,1,28,2,1,10,-4,1.53,9,17,0.53,4,7,0.57,3,4,0.75,0,4,4,13,0,0,4,3,25,2,21.4,-8,,,,
11,3,2.00,2,28,2,1,33,-1,1.76,11,19,0.58,1,2,0.5,3,5,0.6,1,6,7,6,2,1,5,2,26,2,19.9,-3,,,,
11,4,2.00,2,28,2,0,6,10,1.45,9,14,0.64,3,5,0.6,4,5,0.8,0,3,3,5,1,0,6,2,25,2,17,16,,,,
11,5,2.00,2,28,2,1,17,9,1.5,13,20,0.65,1,3,0.33,8,8,1,2,6,8,8,0,1,1,2,35,3,33.9,3,,,,
11,6,2.00,2,28,2,0,11,5,1.55,6,13,0.46,1,3,0.33,5,9,0.56,0,5,5,6,1,0,4,4,18,1,10.8,-1,,,,
11,7,2.00,2,28,2,0,9,-1,1.52,9,13,0.69,0,0,0,7,9,0.78,1,7,8,10,0,0,5,1,25,2,23.1,5,,,,
11,8,2.00,3,28,2,0,26,23,1.25,13,21,0.62,4,7,0.57,3,6,0.5,0,3,3,2,0,0,3,0,33,3,21.6,14,,,,
11,9,2.00,3,28,2,0,27,6,1.54,14,18,0.78,1,1,1,10,11,0.91,0,6,6,4,1,0,6,0,39,3,31.2,0,,,,
11,10,2.00,1,28,2,1,29,16,1.33,13,18,0.72,0,0,0,4,4,1,1,3,4,7,1,1,3,1,30,3,27.4,7,,,,
11,11,2.00,3,28,2,0,13,16,1.28,6,13,0.46,0,0,0,1,3,0.33,2,4,6,5,1,0,3,0,13,1,9.6,14,,,,
11,12,2.00,1,28,2,1,20,28,1.21,5,11,0.46,0,2,0,11,11,1,1,5,6,7,1,1,4,0,21,2,20.1,23,,,,
11,13,2.00,3,28,2,0,20,2,1.57,7,13,0.54,3,6,0.5,5,7,0.71,0,9,9,7,3,0,3,0,22,2,22.5,7,,,,
11,14,2.00,2,28,2,0,2,15,1.39,11,14,0.79,2,4,0.5,11,11,1,0,5,5,4,1,1,4,0,35,3,31.6,1,,,,
11,15,2.00,2,28,2,1,32,11,1.55,9,19,0.47,1,3,0.33,9,11,0.82,0,8,8,8,3,0,1,3,28,2,26.3,0,,,,
11,16,2.00,2,28,2,1,17,7,1.52,10,17,0.59,3,5,0.6,4,6,0.67,1,5,6,3,1,1,3,2,27,2,20.5,3,,,,
11,17,3.00,2,28,2,0,29,1,1.59,8,13,0.62,1,3,0.33,9,10,0.9,0,5,5,4,1,1,3,0,26,2,22.7,-4,,,,
11,18,3.00,2,28,2,0,15,-10,1.54,8,15,0.53,2,5,0.4,5,8,0.63,3,2,5,6,2,1,6,2,23,2,17.3,-6,,,,
11,19,3.00,2,28,2,1,19,-20,1.39,7,17,0.41,1,4,0.25,6,8,0.75,0,5,5,2,3,0,1,2,21,2,15.2,-21,,,,
11,20,3.00,2,28,2,1,12,21,1.27,9,12,0.75,0,0,0,3,5,0.6,4,10,14,8,2,0,7,3,21,2,20.6,9,,,,
11,21,3.00,1,28,2,1,15,15,1.46,10,15,0.67,0,2,0,4,5,0.8,1,6,7,9,2,0,6,2,24,2,21.1,18,,,,
11,22,3.00,2,28,2,1,5,-6,1.61,6,16,0.38,1,4,0.25,4,6,0.67,1,13,14,6,2,0,5,3,17,1,12,-2,,,,
11,23,3.00,4,28,2,0,32,7,1.69,9,12,0.75,0,2,0,7,10,0.7,2,7,9,9,4,0,2,2,25,2,30,6,,,,
11,24,3.00,2,28,2,0,25,23,1.41,13,17,0.77,0,1,0,4,5,0.8,1,8,9,9,1,0,3,1,30,3,29.9,24,,,,
11,25,3.00,2,28,2,0,5,3,1.51,8,14,0.57,1,3,0.33,7,7,1,0,9,9,7,3,0,3,3,24,2,23.8,16,,,,
11,26,3.00,2,28,2,0,1,19,1.28,8,11,0.73,1,2,0.5,1,2,0.5,2,4,6,8,1,1,1,1,18,1,21.6,14,,,,
11,27,3.00,3,28,2,0,13,2,1.9,16,28,0.57,4,9,0.44,2,6,0.33,4,4,8,6,2,0,0,2,38,3,32.6,-4,,,,
11,28,3.00,2,28,2,1,22,6,1.49,7,14,0.5,0,4,0,5,9,0.56,0,8,8,4,0,0,2,2,19,1,12.8,0,,,,
11,29,3.00,2,28,2,1,1,-5,1.82,12,23,0.52,4,9,0.44,5,6,0.83,0,8,8,8,0,0,2,3,33,3,26.1,-10,,,,
11,30,3.00,1,28,2,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
11,31,3.00,3,29,2,1,4,3,1.66,8,15,0.53,5,9,0.56,5,8,0.63,1,5,6,10,0,1,4,0,26,2,23.4,4,,,,
11,32,4.00,3,29,2,0,24,-9,1.65,10,16,0.63,1,4,0.25,5,8,0.63,0,5,5,5,0,1,8,0,26,2,15.3,-11,,,,
11,33,4.00,2,29,2,1,20,16,1.5,5,13,0.39,0,1,0,5,8,0.63,1,7,8,8,1,0,3,1,15,1,12.7,17,,,,
11,34,4.00,1,29,2,0,17,5,1.57,12,18,0.67,0,0,0,6,7,0.86,1,3,4,5,1,0,1,1,30,3,26.5,1,,,,
11,35,4.00,2,29,2,0,34,19,1.47,13,22,0.59,3,6,0.5,3,3,1,1,2,3,5,2,0,3,1,32,3,25.2,19,,,,
11,36,4.00,2,29,2,1,7,-10,1.73,12,17,0.71,1,4,0.25,7,11,0.64,0,5,5,6,1,1,6,2,32,3,23.9,1,,,,
11,37,4.00,1,29,2,1,33,-9,2.06,12,21,0.57,2,5,0.4,10,12,0.83,3,4,7,5,0,0,4,6,36,3,25.7,-1,,,,
11,38,4.00,5,29,2,1,6,-17,1.71,8,18,0.44,0,4,0,9,10,0.9,2,6,8,7,2,0,4,1,25,2,20.9,-15,,,,
11,39,4.00,2,29,2,1,10,15,1.52,7,13,0.54,0,1,0,7,8,0.88,1,7,8,10,2,1,3,3,21,2,22.6,17,,,,
11,40,4.00,1,29,2,1,29,8,1.87,13,25,0.52,0,3,0,8,10,0.8,2,6,8,6,1,0,2,4,34,3,25.7,13,,,,
11,41,4.00,2,29,2,1,13,-7,1.61,11,21,0.52,3,7,0.43,5,8,0.63,1,3,4,6,1,0,3,1,30,3,21.9,0,,,,
11,42,4.00,1,29,2,0,9,7,1.62,10,19,0.53,0,4,0,9,11,0.82,1,7,8,4,2,0,3,1,29,2,23.1,10,,,,
11,43,4.00,2,29,2,0,22,7,1.55,9,15,0.6,2,4,0.5,7,13,0.54,2,11,13,6,1,0,5,1,27,2,22.2,4,,,,
11,44,4.00,3,29,2,0,28,12,1.15,8,15,0.53,1,3,0.33,1,1,1,0,7,7,6,1,0,4,4,18,1,12.4,21,,,,
11,45,4.00,3,29,2,0,31,-17,1.76,12,20,0.6,1,5,0.2,9,9,1,1,2,3,3,0,0,3,1,34,3,24.8,-17,,,,
11,46,5.00,3,29,2,1,7,15,1.63,13,22,0.59,1,3,0.33,3,6,0.5,1,7,8,7,6,0,2,3,30,3,29.1,14,,,,
11,47,5.00,2,29,2,0,15,6,1.6,9,19,0.47,0,3,0,6,8,0.75,1,7,8,11,2,2,1,1,24,2,26,6,,,,
11,48,5.00,2,29,2,1,11,4,1.7,11,20,0.55,3,7,0.43,6,8,0.75,1,7,8,12,3,1,7,2,31,3,27.7,3,,,,
11,49,5.00,3,29,2,1,25,-5,1.64,4,13,0.31,1,6,0.17,4,6,0.67,0,7,7,5,0,0,5,2,13,1,4.5,0,,,,
11,50,5.00,3,29,2,1,2,6,1.71,12,22,0.55,2,5,0.4,11,14,0.79,1,8,9,3,5,0,4,2,37,3,30.6,8,,,,
11,51,5.00,1,29,2,1,24,1,1.76,14,26,0.54,4,8,0.5,4,7,0.57,1,12,13,9,2,0,2,1,36,3,32.4,-2,,,,
11,52,5.00,6,29,2,1,27,11,1.6,16,23,0.7,4,8,0.5,6,8,0.75,2,7,9,6,2,0,3,2,42,4,37.4,19,,,,
11,53,5.00,2,29,2,1,31,22,1.39,15,22,0.68,1,5,0.2,2,5,0.4,1,6,7,3,4,0,8,1,33,3,22.6,9,,,,
11,54,5.00,3,29,2,0,19,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
11,55,5.00,7,29,2,0,7,26,1.53,13,19,0.68,1,2,0.5,4,6,0.67,0,4,4,4,0,0,1,0,31,3,25.1,21,,,,
11,56,6.00,2,29,2,0,20,14,1.3,8,12,0.67,0,2,0,4,5,0.8,1,8,9,7,4,0,2,1,20,2,24,14,,,,
11,57,6.00,2,29,2,0,29,17,1.72,22,33,0.67,8,10,0.8,9,12,0.75,3,4,7,4,0,0,2,2,61,6,48.8,16,,,,
11,58,6.00,1,29,2,1,18,-3,1.53,9,18,0.5,0,3,0,4,6,0.67,1,0,1,6,3,0,1,1,22,2,18.7,-15,,,,
11,59,6.00,2,29,2,1,28,-24,1.59,6,18,0.33,0,3,0,7,9,0.78,3,5,8,7,2,0,5,5,19,1,11.5,-10,,,,
11,60,6.00,3,29,2,1,19,-7,1.89,8,23,0.35,1,3,0.33,0,0,0,1,8,9,8,3,1,4,1,17,1,12.1,6,,,,
11,61,6.00,1,29,2,0,6,9,1.53,10,15,0.67,3,4,0.75,0,0,0,2,5,7,8,3,0,3,3,23,2,23.8,14,,,,
11,62,6.00,2,29,2,0,33,-1,1.59,6,13,0.46,1,4,0.25,6,9,0.67,0,5,5,7,3,0,5,1,19,1,15.1,2,,,,
11,63,6.00,2,29,2,0,4,-4,1.66,8,17,0.47,0,4,0,5,7,0.71,0,6,6,6,1,0,4,3,21,2,13.3,-8,,,,
11,64,6.00,2,29,2,0,18,9,1.79,8,17,0.47,1,3,0.33,7,8,0.88,0,5,5,6,2,0,5,3,24,2,16.4,11,,,,
11,65,6.00,2,29,2,1,32,4,1.74,14,19,0.74,6,8,0.75,9,13,0.69,0,6,6,4,2,3,0,1,43,4,42,11,,,,
11,66,6.00,1,29,2,1,9,-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
11,67,6.00,3,29,2,0,16,5,1.58,7,14,0.5,0,2,0,1,2,0.5,1,5,6,7,2,1,3,0,15,1,14.4,4,,,,
11,68,6.00,1,29,2,1,34,-10,1.75,10,18,0.56,2,4,0.5,3,3,1,1,7,8,9,0,1,3,1,25,2,22.8,-6,,,,
11,69,6.00,2,29,2,0,3,2,1.6,13,23,0.57,0,1,0,6,9,0.67,4,2,6,5,4,0,5,2,32,3,25,4,,,,
11,70,6.00,2,29,2,1,5,-1,1.81,11,19,0.58,2,6,0.33,14,15,0.93,0,8,8,5,0,0,6,3,38,3,27.4,2,,,,
11,71,6.00,2,29,2,1,15,32,1.24,7,13,0.54,1,3,0.33,2,2,1,2,8,10,12,1,0,1,0,17,1,22.9,32,,,,
11,72,6.00,1,29,2,1,26,21,1.25,5,10,0.5,1,3,0.33,2,4,0.5,2,5,7,2,0,0,4,1,13,1,7.1,19,,,,
11,73,6.00,2,29,2,0,17,10,1.62,11,20,0.55,1,6,0.17,9,11,0.82,0,7,7,8,1,0,6,2,32,3,23.5,22,,,,
11,74,7.00,2,29,2,0,26,19,1.22,7,12,0.58,1,3,0.33,2,5,0.4,0,4,4,8,1,1,2,0,17,1,16.7,18,,,,
11,75,7.00,2,29,2,0,12,-1,2,12,24,0.5,2,4,0.5,8,10,0.8,2,6,8,5,4,1,4,5,34,3,26.6,7,,,,
