Season,Game #,Date,Days Rest,Days Old,Opp,Score Diff,Played?,Minutes,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1.00,1.00,37923.00,7.00,6873.00,1.00,-14.00,1.00,1.78,2.00,4.00,6.00,9.00,4.00,0.00,2.00,3.00,25.00
1.00,2.00,37924.00,1.00,6874.00,2.00,-9.00,1.00,1.68,2.00,10.00,12.00,8.00,1.00,0.00,7.00,1.00,21.00
1.00,3.00,37926.00,2.00,6876.00,3.00,-19.00,1.00,1.63,0.00,4.00,4.00,6.00,2.00,0.00,2.00,3.00,8.00
1.00,4.00,37930.00,4.00,6880.00,4.00,-4.00,1.00,1.71,2.00,9.00,11.00,7.00,2.00,3.00,2.00,1.00,7.00
1.00,5.00,37932.00,2.00,6882.00,5.00,-1.00,1.00,1.82,0.00,5.00,5.00,3.00,0.00,0.00,7.00,2.00,23.00
1.00,6.00,37933.00,1.00,6883.00,6.00,13.00,1.00,1.85,5.00,3.00,8.00,9.00,1.00,1.00,2.00,1.00,17.00
1.00,7.00,37935.00,2.00,6885.00,7.00,14.00,1.00,1.40,1.00,4.00,5.00,4.00,1.00,1.00,2.00,0.00,17.00
1.00,8.00,37937.00,2.00,6887.00,8.00,-5.00,1.00,1.78,1.00,2.00,3.00,7.00,2.00,1.00,4.00,3.00,18.00
1.00,9.00,37939.00,2.00,6889.00,9.00,-9.00,1.00,1.48,1.00,4.00,5.00,3.00,0.00,0.00,4.00,3.00,10.00
1.00,10.00,37940.00,1.00,6890.00,10.00,3.00,1.00,1.96,0.00,5.00,5.00,8.00,1.00,2.00,5.00,2.00,22.00
1.00,11.00,37943.00,3.00,6893.00,11.00,8.00,1.00,1.64,2.00,5.00,7.00,8.00,0.00,1.00,3.00,2.00,14.00
1.00,12.00,37944.00,1.00,6894.00,6.00,-11.00,1.00,1.63,2.00,5.00,7.00,8.00,2.00,1.00,4.00,2.00,28.00
1.00,13.00,37946.00,2.00,6896.00,12.00,-14.00,1.00,1.47,2.00,7.00,9.00,2.00,1.00,0.00,1.00,4.00,19.00
1.00,14.00,37947.00,1.00,6897.00,13.00,-9.00,1.00,1.76,2.00,4.00,6.00,4.00,2.00,1.00,3.00,1.00,15.00
1.00,15.00,37951.00,4.00,6901.00,14.00,-10.00,1.00,1.62,2.00,6.00,8.00,9.00,0.00,0.00,4.00,1.00,15.00
1.00,16.00,37953.00,2.00,6903.00,15.00,-4.00,1.00,1.52,0.00,2.00,2.00,7.00,0.00,0.00,4.00,3.00,6.00
1.00,17.00,37954.00,1.00,6904.00,16.00,-7.00,1.00,2.28,2.00,14.00,16.00,7.00,1.00,1.00,8.00,1.00,33.00
1.00,18.00,37957.00,3.00,6907.00,4.00,-12.00,1.00,1.35,3.00,3.00,6.00,5.00,2.00,0.00,2.00,4.00,19.00
1.00,19.00,37958.00,1.00,6908.00,11.00,-10.00,1.00,1.42,4.00,2.00,6.00,8.00,2.00,0.00,5.00,2.00,4.00
1.00,20.00,37961.00,3.00,6911.00,13.00,10.00,1.00,1.50,1.00,5.00,6.00,5.00,2.00,1.00,3.00,2.00,8.00
1.00,21.00,37964.00,3.00,6914.00,17.00,-7.00,1.00,1.54,0.00,5.00,5.00,3.00,1.00,0.00,2.00,2.00,18.00
1.00,22.00,37966.00,2.00,6916.00,15.00,9.00,1.00,1.78,1.00,2.00,3.00,9.00,1.00,1.00,4.00,3.00,23.00
1.00,23.00,37968.00,2.00,6918.00,9.00,-7.00,1.00,1.89,1.00,2.00,3.00,4.00,0.00,0.00,2.00,2.00,37.00
1.00,24.00,37970.00,2.00,6920.00,5.00,-10.00,1.00,1.82,1.00,3.00,4.00,6.00,3.00,3.00,6.00,1.00,27.00
1.00,25.00,37972.00,2.00,6922.00,18.00,-4.00,1.00,1.50,0.00,1.00,1.00,3.00,0.00,0.00,2.00,2.00,17.00
1.00,26.00,37974.00,2.00,6924.00,10.00,7.00,1.00,1.74,1.00,3.00,4.00,5.00,4.00,0.00,4.00,1.00,36.00
1.00,27.00,37975.00,1.00,6925.00,19.00,8.00,1.00,1.74,1.00,5.00,6.00,10.00,2.00,2.00,4.00,2.00,32.00
1.00,28.00,37978.00,3.00,6928.00,14.00,11.00,1.00,1.63,2.00,4.00,6.00,2.00,6.00,1.00,5.00,1.00,22.00
1.00,29.00,37980.00,2.00,6930.00,20.00,-12.00,1.00,1.96,1.00,1.00,2.00,6.00,2.00,1.00,8.00,0.00,34.00
1.00,30.00,37981.00,1.00,6931.00,19.00,-7.00,1.00,1.43,1.00,2.00,3.00,4.00,1.00,2.00,5.00,0.00,18.00
1.00,31.00,37983.00,2.00,6933.00,3.00,12.00,1.00,1.63,3.00,7.00,10.00,9.00,3.00,0.00,5.00,1.00,32.00
1.00,32.00,37985.00,2.00,6935.00,5.00,-3.00,1.00,1.59,2.00,8.00,10.00,4.00,0.00,0.00,4.00,2.00,22.00
1.00,33.00,37988.00,3.00,6938.00,21.00,-15.00,1.00,1.50,1.00,3.00,4.00,9.00,1.00,0.00,3.00,2.00,14.00
1.00,34.00,37992.00,4.00,6942.00,7.00,11.00,1.00,1.73,0.00,4.00,4.00,10.00,1.00,1.00,4.00,1.00,14.00
1.00,35.00,37993.00,1.00,6943.00,17.00,-6.00,1.00,1.59,0.00,2.00,2.00,5.00,0.00,0.00,2.00,3.00,21.00
1.00,36.00,37995.00,2.00,6945.00,9.00,-25.00,1.00,1.76,0.00,3.00,3.00,6.00,3.00,0.00,5.00,1.00,19.00
1.00,37.00,37998.00,3.00,6948.00,22.00,-10.00,1.00,1.52,1.00,4.00,5.00,7.00,1.00,1.00,6.00,3.00,16.00
1.00,38.00,37999.00,1.00,6949.00,23.00,8.00,1.00,1.83,4.00,5.00,9.00,9.00,2.00,0.00,4.00,2.00,27.00
1.00,39.00,38001.00,2.00,6951.00,24.00,-17.00,1.00,1.81,2.00,4.00,6.00,6.00,3.00,0.00,2.00,0.00,29.00
1.00,40.00,38003.00,2.00,6953.00,25.00,6.00,1.00,1.85,1.00,6.00,7.00,2.00,2.00,1.00,4.00,2.00,29.00
1.00,41.00,38006.00,3.00,6956.00,23.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1.00,42.00,38008.00,2.00,6958.00,1.00,-6.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1.00,43.00,38010.00,2.00,6960.00,10.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1.00,44.00,38012.00,2.00,6962.00,20.00,1.00,1.00,1.25,0.00,5.00,5.00,3.00,0.00,2.00,3.00,4.00,16.00
1.00,45.00,38014.00,2.00,6964.00,8.00,1.00,1.00,1.85,0.00,5.00,5.00,4.00,2.00,1.00,1.00,1.00,27.00
1.00,46.00,38016.00,2.00,6966.00,26.00,-6.00,1.00,1.55,2.00,6.00,8.00,3.00,1.00,0.00,5.00,5.00,20.00
1.00,47.00,38018.00,2.00,6968.00,6.00,4.00,1.00,1.81,3.00,3.00,6.00,4.00,0.00,2.00,6.00,4.00,38.00
1.00,48.00,38020.00,2.00,6970.00,15.00,3.00,1.00,1.59,1.00,3.00,4.00,6.00,2.00,0.00,1.00,2.00,12.00
1.00,49.00,38021.00,1.00,6971.00,22.00,-5.00,1.00,1.80,0.00,4.00,4.00,4.00,0.00,0.00,0.00,0.00,32.00
1.00,50.00,38023.00,2.00,6973.00,12.00,-11.00,1.00,1.86,1.00,8.00,9.00,5.00,0.00,0.00,3.00,2.00,14.00
1.00,51.00,38024.00,1.00,6974.00,6.00,-18.00,1.00,1.42,0.00,0.00,0.00,6.00,4.00,1.00,3.00,2.00,14.00
1.00,52.00,38026.00,2.00,6976.00,9.00,8.00,1.00,1.80,0.00,6.00,6.00,3.00,2.00,1.00,1.00,3.00,24.00
1.00,53.00,38028.00,2.00,6978.00,21.00,-20.00,1.00,1.23,1.00,1.00,2.00,5.00,1.00,0.00,5.00,0.00,9.00
1.00,54.00,38035.00,7.00,6985.00,27.00,-16.00,1.00,1.40,2.00,2.00,4.00,9.00,0.00,1.00,5.00,2.00,16.00
1.00,55.00,38037.00,2.00,6987.00,28.00,2.00,1.00,1.65,2.00,9.00,11.00,2.00,2.00,1.00,2.00,0.00,32.00
1.00,56.00,38039.00,2.00,6989.00,7.00,6.00,1.00,1.82,1.00,4.00,5.00,3.00,1.00,0.00,1.00,2.00,22.00
1.00,57.00,38040.00,1.00,6990.00,14.00,4.00,1.00,1.53,0.00,4.00,4.00,6.00,2.00,5.00,1.00,3.00,21.00
1.00,58.00,38042.00,2.00,6992.00,18.00,-6.00,1.00,1.61,2.00,5.00,7.00,5.00,2.00,1.00,2.00,1.00,11.00
1.00,59.00,38044.00,2.00,6994.00,20.00,5.00,1.00,2.05,1.00,10.00,11.00,3.00,3.00,1.00,5.00,1.00,30.00
1.00,60.00,38047.00,3.00,6997.00,19.00,-11.00,1.00,1.70,0.00,3.00,3.00,3.00,4.00,1.00,3.00,2.00,18.00
1.00,61.00,38049.00,2.00,6999.00,13.00,32.00,1.00,1.15,1.00,6.00,7.00,3.00,1.00,1.00,1.00,0.00,24.00
1.00,62.00,38051.00,2.00,7001.00,14.00,3.00,1.00,1.57,2.00,4.00,6.00,4.00,2.00,0.00,4.00,5.00,19.00
1.00,63.00,38052.00,1.00,7002.00,26.00,9.00,1.00,1.78,2.00,5.00,7.00,10.00,4.00,1.00,2.00,3.00,24.00
1.00,64.00,38054.00,2.00,7004.00,13.00,6.00,1.00,1.88,2.00,4.00,6.00,7.00,1.00,0.00,2.00,1.00,34.00
1.00,65.00,38056.00,2.00,7006.00,17.00,14.00,1.00,1.41,1.00,2.00,3.00,4.00,1.00,0.00,2.00,2.00,14.00
1.00,66.00,38060.00,4.00,7010.00,5.00,3.00,1.00,1.84,0.00,3.00,3.00,4.00,3.00,1.00,4.00,3.00,26.00
1.00,67.00,38062.00,2.00,7012.00,19.00,24.00,1.00,1.34,3.00,2.00,5.00,8.00,0.00,5.00,4.00,1.00,17.00
1.00,68.00,38065.00,3.00,7015.00,25.00,-9.00,1.00,1.43,0.00,0.00,0.00,7.00,2.00,1.00,2.00,3.00,14.00
1.00,69.00,38067.00,2.00,7017.00,15.00,-20.00,1.00,1.53,2.00,5.00,7.00,3.00,0.00,2.00,4.00,4.00,15.00
1.00,70.00,38069.00,2.00,7019.00,2.00,-17.00,1.00,1.71,1.00,1.00,2.00,6.00,3.00,1.00,5.00,0.00,25.00
1.00,71.00,38072.00,3.00,7022.00,10.00,-15.00,1.00,1.37,2.00,1.00,3.00,7.00,0.00,1.00,5.00,1.00,16.00
1.00,72.00,38073.00,1.00,7023.00,21.00,3.00,1.00,1.83,2.00,4.00,6.00,13.00,3.00,0.00,2.00,1.00,41.00
1.00,73.00,38075.00,2.00,7025.00,28.00,-8.00,1.00,1.32,0.00,2.00,2.00,4.00,0.00,1.00,2.00,0.00,18.00
1.00,74.00,38076.00,1.00,7026.00,27.00,-17.00,1.00,1.75,1.00,4.00,5.00,6.00,4.00,0.00,3.00,2.00,28.00
1.00,75.00,38079.00,3.00,7029.00,26.00,-18.00,1.00,1.53,0.00,7.00,7.00,7.00,5.00,0.00,5.00,3.00,20.00
1.00,76.00,38080.00,1.00,7030.00,24.00,-3.00,1.00,1.93,3.00,5.00,8.00,10.00,1.00,1.00,3.00,1.00,34.00
1.00,77.00,38083.00,3.00,7033.00,17.00,-1.00,1.00,1.92,1.00,5.00,6.00,4.00,3.00,0.00,3.00,2.00,21.00
1.00,78.00,38084.00,1.00,7034.00,16.00,-18.00,1.00,1.52,0.00,3.00,3.00,5.00,3.00,0.00,2.00,4.00,14.00
1.00,79.00,38086.00,2.00,7036.00,8.00,-15.00,1.00,1.76,1.00,6.00,7.00,8.00,1.00,0.00,8.00,2.00,24.00
1.00,80.00,38087.00,1.00,7037.00,8.00,11.00,1.00,1.32,1.00,2.00,3.00,11.00,0.00,0.00,2.00,3.00,10.00
1.00,81.00,38089.00,2.00,7039.00,26.00,4.00,1.00,1.89,1.00,6.00,7.00,9.00,2.00,0.00,1.00,1.00,27.00
1.00,82.00,38091.00,2.00,7041.00,7.00,10.00,1.00,1.46,0.00,1.00,1.00,5.00,3.00,0.00,5.00,1.00,17.00
2.00,1.00,38294.00,7.00,7244.00,5.00,-5.00,1.00,2.12,1.00,4.00,5.00,8.00,1.00,3.00,6.00,2.00,28.00
2.00,2.00,38295.00,1.00,7245.00,8.00,-6.00,1.00,1.76,3.00,3.00,6.00,8.00,1.00,0.00,1.00,0.00,21.00
2.00,3.00,38297.00,2.00,7247.00,26.00,-14.00,1.00,1.75,2.00,6.00,8.00,6.00,3.00,0.00,4.00,0.00,31.00
2.00,4.00,38300.00,3.00,7250.00,13.00,14.00,1.00,2.00,1.00,9.00,10.00,4.00,4.00,2.00,3.00,2.00,25.00
2.00,5.00,38301.00,1.00,7251.00,2.00,5.00,1.00,2.01,3.00,7.00,10.00,6.00,3.00,3.00,3.00,1.00,38.00
2.00,6.00,38304.00,3.00,7254.00,6.00,31.00,1.00,1.56,1.00,8.00,9.00,4.00,3.00,2.00,4.00,0.00,24.00
2.00,7.00,38306.00,2.00,7256.00,24.00,11.00,1.00,1.75,2.00,10.00,12.00,4.00,2.00,1.00,1.00,1.00,33.00
2.00,8.00,38309.00,3.00,7259.00,29.00,17.00,1.00,1.21,1.00,5.00,6.00,9.00,0.00,0.00,1.00,3.00,19.00
2.00,9.00,38311.00,2.00,7261.00,29.00,16.00,1.00,1.58,5.00,3.00,8.00,2.00,3.00,1.00,7.00,0.00,25.00
2.00,10.00,38312.00,1.00,7262.00,7.00,-10.00,1.00,1.70,2.00,7.00,9.00,10.00,1.00,1.00,5.00,3.00,13.00
2.00,11.00,38315.00,3.00,7265.00,15.00,16.00,1.00,1.56,3.00,3.00,6.00,5.00,3.00,1.00,3.00,3.00,43.00
2.00,12.00,38317.00,2.00,7267.00,9.00,2.00,1.00,1.78,0.00,6.00,6.00,8.00,3.00,1.00,2.00,2.00,20.00
2.00,13.00,38318.00,1.00,7268.00,19.00,22.00,1.00,1.33,1.00,6.00,7.00,7.00,1.00,0.00,2.00,0.00,26.00
2.00,14.00,38320.00,2.00,7270.00,11.00,-12.00,1.00,1.76,1.00,6.00,7.00,5.00,6.00,1.00,3.00,2.00,22.00
2.00,15.00,38322.00,2.00,7272.00,2.00,-19.00,1.00,1.70,1.00,2.00,3.00,6.00,2.00,1.00,6.00,2.00,15.00
2.00,16.00,38323.00,1.00,7273.00,4.00,19.00,1.00,1.72,1.00,7.00,8.00,9.00,2.00,1.00,5.00,3.00,17.00
2.00,17.00,38325.00,2.00,7275.00,17.00,8.00,1.00,1.78,0.00,6.00,6.00,10.00,2.00,1.00,3.00,2.00,27.00
2.00,18.00,38328.00,3.00,7278.00,21.00,6.00,1.00,1.92,0.00,2.00,2.00,8.00,3.00,0.00,3.00,4.00,27.00
2.00,19.00,38329.00,1.00,7279.00,19.00,-28.00,1.00,1.55,0.00,2.00,2.00,6.00,1.00,1.00,4.00,2.00,19.00
2.00,20.00,38332.00,3.00,7282.00,28.00,-19.00,1.00,1.72,3.00,3.00,6.00,10.00,4.00,0.00,3.00,2.00,23.00
2.00,21.00,38334.00,2.00,7284.00,16.00,6.00,1.00,1.91,0.00,5.00,5.00,8.00,7.00,0.00,3.00,2.00,31.00
2.00,22.00,38336.00,2.00,7286.00,3.00,24.00,1.00,1.55,2.00,9.00,11.00,7.00,3.00,2.00,3.00,1.00,25.00
2.00,23.00,38337.00,1.00,7287.00,15.00,-12.00,1.00,1.88,1.00,8.00,9.00,7.00,4.00,1.00,3.00,2.00,11.00
2.00,24.00,38339.00,2.00,7289.00,9.00,-7.00,1.00,1.69,1.00,4.00,5.00,4.00,3.00,1.00,4.00,6.00,31.00
2.00,25.00,38342.00,3.00,7292.00,12.00,10.00,1.00,1.80,0.00,6.00,6.00,12.00,1.00,0.00,2.00,2.00,26.00
2.00,26.00,38343.00,1.00,7293.00,21.00,-2.00,1.00,1.78,1.00,8.00,9.00,9.00,1.00,0.00,4.00,2.00,23.00
2.00,27.00,38347.00,4.00,7297.00,14.00,9.00,1.00,1.86,1.00,8.00,9.00,14.00,4.00,1.00,5.00,2.00,22.00
2.00,28.00,38349.00,2.00,7299.00,13.00,9.00,1.00,1.93,1.00,8.00,9.00,7.00,1.00,0.00,1.00,2.00,40.00
2.00,29.00,38350.00,1.00,7300.00,18.00,-11.00,1.00,0.72,0.00,3.00,3.00,5.00,0.00,0.00,0.00,0.00,3.00
2.00,30.00,38355.00,5.00,7304.00,29.00,11.00,1.00,1.68,2.00,6.00,8.00,6.00,2.00,0.00,1.00,3.00,26.00
2.00,31.00,38357.00,2.00,7306.00,13.00,16.00,1.00,1.65,1.00,5.00,6.00,9.00,1.00,1.00,2.00,4.00,20.00
2.00,32.00,38360.00,3.00,7309.00,7.00,25.00,1.00,1.36,1.00,2.00,3.00,4.00,0.00,2.00,8.00,2.00,22.00
2.00,33.00,38363.00,3.00,7312.00,29.00,2.00,1.00,2.04,1.00,7.00,8.00,9.00,2.00,1.00,8.00,1.00,29.00
2.00,34.00,38365.00,2.00,7314.00,22.00,-4.00,1.00,1.85,3.00,10.00,13.00,9.00,1.00,1.00,4.00,1.00,28.00
2.00,35.00,38367.00,2.00,7316.00,25.00,13.00,1.00,1.72,1.00,7.00,8.00,5.00,5.00,0.00,3.00,2.00,27.00
2.00,36.00,38368.00,1.00,7317.00,23.00,-8.00,1.00,1.84,2.00,3.00,5.00,11.00,4.00,1.00,1.00,4.00,35.00
2.00,37.00,38371.00,3.00,7320.00,3.00,6.00,1.00,1.82,1.00,10.00,11.00,10.00,4.00,0.00,2.00,4.00,27.00
2.00,38.00,38372.00,1.00,7321.00,1.00,-27.00,1.00,1.53,1.00,7.00,8.00,6.00,1.00,0.00,3.00,0.00,18.00
2.00,39.00,38374.00,2.00,7323.00,24.00,18.00,1.00,1.80,1.00,11.00,12.00,10.00,1.00,1.00,3.00,1.00,28.00
2.00,40.00,38376.00,2.00,7325.00,6.00,-9.00,1.00,2.00,4.00,6.00,10.00,8.00,2.00,1.00,5.00,3.00,31.00
2.00,41.00,38378.00,2.00,7327.00,16.00,3.00,1.00,1.74,1.00,8.00,9.00,15.00,3.00,2.00,5.00,1.00,27.00
2.00,42.00,38380.00,2.00,7329.00,7.00,-3.00,2.00,0.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00
2.00,43.00,38382.00,2.00,7331.00,26.00,17.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2.00,44.00,38384.00,2.00,7333.00,20.00,-3.00,1.00,1.81,2.00,3.00,5.00,7.00,0.00,1.00,3.00,2.00,28.00
2.00,45.00,38386.00,2.00,7335.00,8.00,-12.00,1.00,1.91,2.00,0.00,2.00,10.00,3.00,0.00,2.00,2.00,31.00
2.00,46.00,38388.00,2.00,7337.00,20.00,9.00,1.00,1.90,0.00,6.00,6.00,9.00,2.00,0.00,1.00,2.00,30.00
2.00,47.00,38391.00,3.00,7340.00,17.00,13.00,1.00,1.51,1.00,7.00,8.00,11.00,3.00,0.00,2.00,1.00,15.00
2.00,48.00,38394.00,3.00,7343.00,4.00,-5.00,1.00,1.80,2.00,4.00,6.00,6.00,1.00,0.00,4.00,2.00,35.00
2.00,49.00,38396.00,2.00,7345.00,22.00,14.00,1.00,1.90,2.00,6.00,8.00,9.00,3.00,1.00,3.00,3.00,25.00
2.00,50.00,38399.00,3.00,7348.00,13.00,22.00,1.00,1.54,0.00,5.00,5.00,6.00,3.00,0.00,3.00,0.00,28.00
2.00,51.00,38400.00,1.00,7349.00,12.00,-6.00,1.00,1.71,2.00,5.00,7.00,8.00,1.00,0.00,2.00,0.00,26.00
2.00,52.00,38406.00,6.00,7355.00,19.00,9.00,1.00,1.85,1.00,5.00,6.00,11.00,5.00,0.00,3.00,2.00,27.00
2.00,53.00,38408.00,2.00,7357.00,5.00,-24.00,1.00,1.69,3.00,4.00,7.00,5.00,2.00,1.00,2.00,0.00,21.00
2.00,54.00,38410.00,2.00,7359.00,21.00,-6.00,1.00,1.88,1.00,3.00,4.00,7.00,2.00,0.00,5.00,4.00,28.00
2.00,55.00,38411.00,1.00,7360.00,28.00,-2.00,1.00,1.86,1.00,7.00,8.00,7.00,0.00,0.00,2.00,3.00,20.00
2.00,56.00,38413.00,2.00,7362.00,23.00,-17.00,1.00,1.70,0.00,5.00,5.00,5.00,0.00,0.00,4.00,2.00,32.00
2.00,57.00,38415.00,2.00,7364.00,10.00,-9.00,1.00,1.66,1.00,6.00,7.00,7.00,4.00,0.00,6.00,1.00,34.00
2.00,58.00,38417.00,2.00,7366.00,8.00,-20.00,1.00,1.68,0.00,4.00,4.00,5.00,2.00,0.00,1.00,1.00,23.00
2.00,59.00,38419.00,2.00,7368.00,20.00,19.00,1.00,1.69,0.00,7.00,7.00,8.00,1.00,1.00,1.00,3.00,23.00
2.00,60.00,38424.00,5.00,7373.00,5.00,12.00,1.00,1.79,2.00,3.00,5.00,5.00,1.00,0.00,4.00,1.00,35.00
2.00,61.00,38426.00,2.00,7375.00,25.00,19.00,1.00,1.42,2.00,7.00,9.00,2.00,0.00,1.00,1.00,1.00,36.00
2.00,62.00,38427.00,1.00,7376.00,26.00,-8.00,1.00,1.88,1.00,6.00,7.00,6.00,1.00,0.00,5.00,0.00,34.00
2.00,63.00,38429.00,2.00,7378.00,10.00,-12.00,1.00,1.92,0.00,8.00,8.00,8.00,4.00,0.00,4.00,0.00,16.00
2.00,64.00,38431.00,2.00,7380.00,17.00,-7.00,1.00,2.00,2.00,8.00,10.00,5.00,2.00,0.00,4.00,0.00,56.00
2.00,65.00,38433.00,2.00,7382.00,15.00,15.00,1.00,1.79,1.00,5.00,6.00,6.00,1.00,0.00,0.00,1.00,29.00
2.00,66.00,38435.00,2.00,7384.00,18.00,-19.00,1.00,1.74,0.00,4.00,4.00,8.00,1.00,0.00,2.00,1.00,19.00
2.00,67.00,38437.00,2.00,7386.00,27.00,-31.00,1.00,1.49,1.00,3.00,4.00,6.00,0.00,0.00,3.00,1.00,19.00
2.00,68.00,38439.00,2.00,7388.00,14.00,1.00,1.00,2.21,2.00,4.00,6.00,3.00,4.00,0.00,10.00,3.00,44.00
2.00,69.00,38440.00,1.00,7389.00,11.00,10.00,1.00,1.70,0.00,7.00,7.00,5.00,2.00,1.00,1.00,0.00,22.00
2.00,70.00,38442.00,2.00,7391.00,19.00,-12.00,1.00,2.21,4.00,2.00,6.00,7.00,4.00,2.00,3.00,5.00,26.00
2.00,71.00,38443.00,1.00,7392.00,1.00,-19.00,1.00,1.84,0.00,8.00,8.00,9.00,2.00,0.00,7.00,2.00,35.00
2.00,72.00,38445.00,2.00,7394.00,27.00,20.00,1.00,2.00,2.00,8.00,10.00,7.00,2.00,1.00,6.00,3.00,37.00
2.00,73.00,38447.00,2.00,7396.00,21.00,-31.00,1.00,1.66,2.00,7.00,9.00,4.00,2.00,2.00,6.00,2.00,24.00
2.00,74.00,38448.00,1.00,7397.00,5.00,-21.00,1.00,1.39,2.00,2.00,4.00,3.00,1.00,0.00,2.00,2.00,20.00
2.00,75.00,38450.00,2.00,7399.00,10.00,-5.00,1.00,2.00,4.00,9.00,13.00,7.00,5.00,0.00,5.00,1.00,37.00
2.00,76.00,38451.00,1.00,7400.00,26.00,17.00,1.00,1.94,1.00,9.00,10.00,10.00,2.00,1.00,3.00,2.00,40.00
2.00,77.00,38453.00,2.00,7402.00,20.00,8.00,1.00,2.00,1.00,6.00,7.00,6.00,5.00,1.00,2.00,4.00,33.00
2.00,78.00,38456.00,3.00,7405.00,7.00,-6.00,1.00,1.73,1.00,17.00,18.00,7.00,2.00,2.00,4.00,3.00,27.00
2.00,79.00,38457.00,1.00,7406.00,6.00,-8.00,1.00,2.00,2.00,4.00,6.00,6.00,1.00,0.00,1.00,3.00,38.00
2.00,80.00,38459.00,2.00,7408.00,15.00,-3.00,1.00,1.88,3.00,8.00,11.00,6.00,0.00,1.00,1.00,0.00,37.00
2.00,81.00,38461.00,2.00,7410.00,9.00,14.00,1.00,1.92,1.00,7.00,8.00,6.00,5.00,0.00,3.00,3.00,32.00
2.00,82.00,38462.00,1.00,7411.00,17.00,9.00,1.00,2.00,2.00,12.00,14.00,14.00,0.00,1.00,2.00,1.00,27.00
3.00,1.00,38658.00,7.00,7607.00,30.00,22.00,1.00,1.39,1.00,2.00,3.00,4.00,2.00,0.00,3.00,3.00,31.00
3.00,2.00,38660.00,2.00,7609.00,28.00,-26.00,1.00,1.52,0.00,6.00,6.00,4.00,0.00,1.00,3.00,3.00,20.00
3.00,3.00,38661.00,1.00,7610.00,16.00,-7.00,1.00,1.70,0.00,2.00,2.00,6.00,2.00,0.00,2.00,2.00,36.00
3.00,4.00,38663.00,2.00,7612.00,17.00,12.00,1.00,1.52,0.00,3.00,3.00,6.00,1.00,2.00,1.00,3.00,27.00
3.00,5.00,38665.00,2.00,7614.00,23.00,27.00,1.00,1.48,1.00,4.00,5.00,1.00,0.00,1.00,4.00,1.00,31.00
3.00,6.00,38667.00,2.00,7616.00,16.00,19.00,1.00,1.07,1.00,5.00,6.00,2.00,3.00,1.00,3.00,5.00,16.00
3.00,7.00,38669.00,2.00,7618.00,20.00,8.00,1.00,2.04,0.00,5.00,5.00,3.00,0.00,1.00,2.00,2.00,26.00
